,BSSE_QGF_204446,BSSE_QGF_204447,BSSE_QGF_204448,BSSE_QGF_204449,BSSE_QGF_204450,BSSE_QGF_204451,BSSE_QGF_204452,BSSE_QGF_204453,BSSE_QGF_204458,BSSE_QGF_204459,BSSE_QGF_204460,BSSE_QGF_204461,BSSE_QGF_204462,BSSE_QGF_204463,BSSE_QGF_204464,BSSE_QGF_204465
ENSG00000083099,1406,1129,1142,1266,1710,1286,1353,1420,1502,1053,833,1040,1411,1036,1620,1242
ENSG00000112159,9490,7414,7090,9969,9482,6345,5227,6319,7444,6900,3202,5075,8344,7458,5945,5690
ENSG00000252891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112182,1899,1008,2908,2635,794,547,1100,892,895,956,1138,1093,1616,842,1592,1238
ENSG00000222078,0,0,6,0,0,0,1,0,0,0,0,0,1,0,1,0
ENSG00000218730,3,8,6,4,7,6,10,5,1,4,4,4,1,1,13,2
ENSG00000135341,2648,2306,3916,2736,3138,2852,3050,2595,2736,2538,2334,2276,2554,2232,3577,2504
ENSG00000224605,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000224944,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000220340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219867,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0
ENSG00000285961,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288101,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
ENSG00000220908,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000219387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213187,16,14,21,23,25,14,29,19,21,12,18,16,14,9,24,18
ENSG00000135333,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
ENSG00000270484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261366,90,86,49,88,76,65,90,89,71,132,56,79,121,68,83,77
ENSG00000219549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233797,16,28,10,27,32,31,24,30,26,30,15,28,22,18,23,22
ENSG00000213183,0,0,4,1,2,0,2,0,0,1,5,3,2,1,4,1
ENSG00000207309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217331,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000112218,155,69,407,255,179,122,320,67,90,51,94,34,125,47,208,104
ENSG00000123545,391,165,626,231,341,183,376,227,285,208,240,177,354,197,421,206
ENSG00000263479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146263,1030,544,2538,588,1262,717,2386,544,1133,533,1743,622,983,581,2447,834
ENSG00000226207,2,0,0,0,2,0,0,0,2,4,0,1,0,0,0,0
ENSG00000220505,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0
ENSG00000236920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187472,2,1,1,2,1,1,1,1,0,1,3,1,2,2,1,1
ENSG00000283010,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112234,944,772,939,1142,1290,1034,841,1167,1030,1130,584,992,1211,943,911,1044
ENSG00000146267,7,2,13,18,2,10,5,17,7,8,6,21,3,1,1,2
ENSG00000132423,197,157,919,197,240,200,687,204,219,144,499,152,183,194,729,194
ENSG00000132424,14883,13573,12925,19128,16495,14707,13105,21296,13191,15373,9807,16040,16306,13237,13667,17580
ENSG00000123552,535,299,712,421,607,476,567,498,463,497,440,421,616,355,566,407
ENSG00000112237,1306,943,2172,1196,1515,1328,2049,1379,1329,1228,1556,1152,1407,839,2209,1349
ENSG00000199303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000219257,8,5,44,9,16,9,25,8,5,13,22,10,3,5,20,7
ENSG00000275716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112246,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000112249,4045,2263,5754,2353,5740,3511,4728,2919,4140,3203,3290,1987,4721,2857,4659,2187
ENSG00000218475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216817,0,1,1,1,1,3,2,3,1,1,2,2,1,1,3,1
ENSG00000214428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287616,6,1,2,0,3,0,0,1,2,2,0,0,2,0,9,0
ENSG00000085382,790,507,2239,673,898,584,1155,568,859,632,1298,550,904,546,1283,604
ENSG00000227535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203809,0,0,0,0,1,2,2,1,0,0,0,1,2,0,0,0
ENSG00000212147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112276,0,0,8,3,0,0,4,4,0,0,11,5,0,2,1,27
ENSG00000132429,2,0,0,6,0,0,1,4,0,1,1,9,0,0,0,10
ENSG00000085377,2133,1884,4248,1795,2998,2964,3726,2625,2164,2067,2737,1848,2160,2622,3460,2133
ENSG00000219902,6,1,2,4,1,3,1,3,4,5,1,2,7,9,2,4
ENSG00000237567,0,0,2,1,1,2,5,3,0,0,2,2,1,0,2,3
ENSG00000284999,0,0,0,0,0,0,4,2,0,0,2,1,1,3,0,3
ENSG00000057663,1257,910,1992,1277,1946,1682,1776,1511,1511,1251,1268,1228,1385,1065,1818,1332
ENSG00000244710,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000233941,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
ENSG00000282408,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,0
ENSG00000130347,316,274,568,598,343,320,957,386,227,205,475,374,252,290,1336,642
ENSG00000235142,0,0,0,18,1,3,1,2,0,2,3,4,1,0,0,28
ENSG00000202285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272398,1,0,3,97,0,0,1,71,0,0,0,19,0,0,4,100
ENSG00000178409,135,73,433,91,194,106,215,96,128,84,108,41,146,102,184,69
ENSG00000164494,575,455,942,583,722,640,805,587,536,562,596,475,558,585,903,608
ENSG00000234206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280135,1285,1562,58,2145,1047,1296,158,1398,1171,1608,108,1368,1104,1325,354,1508
ENSG00000146285,3749,4098,620,5853,3125,3801,1321,3869,3081,4286,1021,3384,3687,4939,2127,4618
ENSG00000025796,2856,1789,4761,3253,3251,2482,3257,3119,2672,2324,2799,2272,2957,1840,3738,2350
ENSG00000224987,2,1,2,1,3,1,1,1,7,2,1,1,1,0,1,0
ENSG00000253090,1,0,1,1,0,1,1,1,2,2,0,1,1,0,1,0
ENSG00000231112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000225093,1591,1473,3865,987,1601,1677,2877,1587,1361,1345,2365,1407,1405,2006,2959,2087
ENSG00000271734,7,5,2,7,20,18,1,10,16,12,1,6,19,2,5,7
ENSG00000081087,1498,999,404,1082,1876,1363,517,1481,1539,1402,382,1014,2007,1044,629,1018
ENSG00000112335,1852,1211,3016,1881,2292,2000,2135,2305,2072,2064,1724,1876,2339,1586,2723,2030
ENSG00000279498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000271608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228976,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
ENSG00000219565,31,32,111,54,68,50,57,63,43,36,29,29,58,54,60,33
ENSG00000218872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228834,85,104,252,93,98,94,215,112,87,84,133,68,90,135,234,93
ENSG00000230290,1,3,0,0,0,1,1,3,0,0,1,0,3,1,5,1
ENSG00000080546,2972,2222,1158,789,3310,2420,1329,2000,3106,2729,1063,1515,3256,2490,1426,1354
ENSG00000199944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218632,7,4,11,6,9,11,10,5,6,4,4,4,7,3,5,4
ENSG00000135535,7462,5068,5026,10348,7659,6451,4823,7681,7627,7970,4412,8472,8182,4204,4730,6678
LRG_1419,6962,4662,4733,9540,7099,5879,4505,7086,7206,7484,4155,8016,7778,3893,4486,6329
ENSG00000185250,8,3,9,6,0,0,2,4,5,9,5,5,6,4,5,2
ENSG00000135596,7374,8253,3377,8769,10071,8466,4402,9983,6980,7764,3012,5959,5274,7903,3027,5983
LRG_326,2255,1678,1733,2305,2556,1612,2155,2192,2358,1767,1332,1464,2380,1793,1741,2152
ENSG00000112365,2252,1674,1724,2296,2546,1609,2151,2190,2353,1760,1329,1459,2370,1788,1738,2147
ENSG00000155085,330,262,119,445,385,337,234,398,305,327,109,296,392,301,305,419
ENSG00000286691,15,6,3,13,4,3,2,11,9,4,1,8,3,3,6,5
ENSG00000112290,54,37,131,18,13,14,54,16,16,13,63,17,39,11,61,32
ENSG00000053328,18,12,0,0,12,11,8,11,33,13,2,18,16,3,8,4
ENSG00000203797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000004809,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000241162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219559,2,1,1,2,1,3,8,1,5,2,2,3,2,8,5,1
ENSG00000155111,1947,1605,1914,1812,2145,1969,1932,2107,1853,1889,1373,2185,1901,1831,2208,2263
ENSG00000219150,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0
ENSG00000200522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218803,41,41,27,141,87,106,109,126,86,77,103,130,11,9,8,18
ENSG00000200926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009413,3058,2080,1995,2939,3291,2997,1869,2750,2627,2775,1212,2147,3199,2309,2005,2571
ENSG00000229276,1,0,1,0,7,2,0,1,0,3,0,1,0,0,0,0
ENSG00000220506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286616,2,7,2,2,6,0,0,0,4,0,0,2,1,1,4,2
ENSG00000056972,800,593,1499,1341,459,369,600,530,619,504,879,658,542,374,858,743
LRG_1337,797,589,1494,1337,456,369,598,527,618,504,877,654,539,372,854,739
ENSG00000010810,9051,11966,13568,17899,14903,19332,17436,20951,11332,16015,13139,19124,9021,17415,16277,19025
ENSG00000227012,0,0,1,0,23,37,6,5,0,0,0,0,4,0,0,0
ENSG00000074935,606,400,1226,671,625,482,657,573,545,514,642,366,671,383,762,424
ENSG00000112769,0,1,4,0,1,0,2,0,0,0,0,1,1,0,1,0
LRG_433,0,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0
ENSG00000207044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219773,857,793,2436,767,908,1237,1837,923,775,941,1757,1058,816,976,2120,1225
ENSG00000215807,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000217770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225580,578,442,1675,345,744,474,1031,359,659,353,654,304,502,476,1333,343
ENSG00000223811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230943,2,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0
ENSG00000231912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196591,2443,1451,4055,1987,2806,1983,3696,2026,2247,1740,2544,1613,2364,1801,4176,1925
ENSG00000216723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249853,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ENSG00000216471,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000212333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232395,0,0,0,2,0,1,0,0,0,2,0,0,1,0,1,0
ENSG00000226079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219619,1,0,1,1,0,0,0,2,0,3,0,1,0,1,0,0
ENSG00000228777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289376,1,0,1,3,1,0,3,2,0,0,1,1,0,0,3,2
ENSG00000111816,4,10,2,78,4,4,14,24,3,19,15,34,7,11,7,37
ENSG00000123500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000218428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000236326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000187189,1968,1886,1414,2381,2230,2206,1867,2532,1838,2123,1167,1724,2124,1970,2078,2003
ENSG00000233558,903,730,1747,718,759,845,1338,834,626,528,963,638,598,1023,1297,1139
ENSG00000189241,2638,2708,2233,3331,3626,3498,2242,3802,2700,3067,1690,2630,2977,3747,2195,3488
LRG_862,2615,2681,2198,3295,3597,3483,2224,3787,2679,3050,1651,2613,2946,3732,2180,3481
ENSG00000217241,1181,891,2862,1021,1445,1177,2336,1026,1152,833,1530,975,999,1024,2655,1103
ENSG00000218153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173626,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,2
ENSG00000289304,7,8,2,2,11,14,7,11,15,2,8,7,5,13,12,7
ENSG00000153975,684,476,1407,599,791,581,963,642,698,570,1035,555,667,427,1063,510
ENSG00000183807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000047936,2,0,0,0,2,1,0,2,1,0,1,0,1,0,0,0
LRG_997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282218,678,672,495,697,880,821,551,794,645,685,391,525,664,722,530,645
ENSG00000226181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000047932,2941,1991,1834,2639,3313,2702,2045,3145,2712,2885,1521,2363,3303,2068,2215,2280
ENSG00000289372,6,3,25,8,5,4,11,8,6,1,7,4,3,1,32,6
ENSG00000216809,63,82,5,26,116,67,12,60,77,39,5,31,71,81,23,38
ENSG00000111860,4114,2781,1534,3879,3528,2744,1459,3603,3664,3712,1397,3779,4086,2516,1870,3317
ENSG00000111877,1031,914,1019,1232,1170,1057,992,1144,1044,942,820,933,1045,1090,1251,1120
ENSG00000111879,57,20,144,19,44,48,164,41,56,39,112,42,43,73,166,27
ENSG00000207982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111885,1953,1415,3077,1859,3511,2275,3479,2376,2203,1889,2942,1908,2416,1837,3219,1781
ENSG00000216316,1,0,8,2,8,9,7,5,4,1,5,0,1,2,3,0
ENSG00000206857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146350,234,116,271,314,210,206,174,247,160,170,140,151,227,89,240,198
ENSG00000207403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ENSG00000219135,2,0,2,2,3,2,1,1,3,1,1,1,0,0,0,1
ENSG00000220184,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279453,86,56,53,49,87,80,56,90,73,55,40,50,104,52,68,43
ENSG00000111897,6464,4958,4435,5773,8384,7246,4108,7916,6926,7312,3362,5909,8266,5744,3946,5723
ENSG00000277408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232362,255,286,399,329,388,390,486,393,255,289,235,252,256,435,468,309
ENSG00000285652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186439,0,0,0,1,0,0,0,2,0,2,0,1,0,3,0,0
ENSG00000236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000111906,1123,1240,2090,1340,1475,1605,1859,1872,1212,1238,1280,1454,1015,1320,2032,1657
ENSG00000226409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286215,1,3,0,0,3,4,0,5,2,4,2,4,2,1,1,3
ENSG00000201613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000093144,1472,921,2122,1307,1694,1242,1797,1346,1360,1245,1186,1155,1573,1057,2030,1270
ENSG00000251768,12,4,6,5,3,6,0,4,5,4,5,3,9,5,4,4
ENSG00000220522,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2
ENSG00000255330,701,781,2295,1569,1725,1064,2741,1278,961,670,1183,960,900,826,1739,1265
ENSG00000189367,535,591,1735,1211,1393,834,1957,1011,783,558,890,792,714,597,1380,930
ENSG00000214338,178,201,610,405,366,245,841,290,202,122,324,200,210,239,400,371
ENSG00000219284,5,6,1,2,2,4,0,2,3,0,0,3,3,5,4,2
ENSG00000218187,1,1,4,4,3,4,5,3,6,6,2,5,5,0,4,4
ENSG00000219699,46,73,74,44,66,60,47,60,58,65,38,76,75,50,69,80
ENSG00000172673,7623,6839,6404,4555,10132,8383,4967,7001,8627,8584,5019,5709,8865,7546,5947,5341
ENSG00000152894,476,463,1099,428,566,520,902,776,278,313,491,313,361,311,639,354
ENSG00000213130,10,23,16,11,16,22,11,22,9,15,11,10,5,13,10,11
ENSG00000220110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220884,1,0,3,10,0,1,5,1,3,0,1,0,2,1,2,5
ENSG00000219642,75,52,84,55,92,72,90,84,76,84,57,65,69,74,71,75
ENSG00000252554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226149,4,2,4,4,12,9,4,5,1,0,0,4,3,7,3,0
ENSG00000233351,0,0,0,1,2,2,0,1,1,1,0,3,0,0,0,0
ENSG00000146376,862,721,1420,790,1397,1051,1793,908,1151,955,1484,916,1183,1224,2100,1015
ENSG00000218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219302,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000203756,4,0,13,6,12,11,33,9,4,18,15,10,7,26,19,10
ENSG00000227678,387,695,64,337,1591,2436,284,2008,833,1570,167,1020,1101,1108,330,596
ENSG00000164483,1172,2906,334,1164,5238,8644,1151,6675,2544,4789,696,3196,3306,4567,1153,2200
ENSG00000202438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079819,917,357,3487,266,948,474,2417,495,1047,348,2074,577,792,549,2784,1002
ENSG00000218857,24,22,30,40,34,20,30,32,10,21,25,13,23,22,31,21
ENSG00000112282,6989,6255,3991,6299,9178,8806,4593,8350,5483,6411,3180,6575,6215,6007,4182,6631
ENSG00000252560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180658,4,6,6,0,6,11,6,5,2,5,2,2,0,2,1,1
ENSG00000236761,23,32,32,23,30,62,30,52,32,29,24,39,15,4,18,17
ENSG00000216917,0,0,2,2,1,0,0,1,3,1,0,0,0,3,0,3
ENSG00000219532,11,13,32,14,33,23,40,18,15,8,13,7,17,24,18,15
ENSG00000237115,1,0,9,5,0,0,1,4,3,3,2,0,0,3,3,0
ENSG00000118523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000265669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079931,68,61,11,33,107,30,32,42,107,67,23,29,36,311,48,130
ENSG00000079950,1473,1312,1357,1119,1647,1371,1335,1246,1342,1469,967,1175,1591,1292,1574,1288
ENSG00000225343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135569,2,1,0,1,0,0,1,1,2,0,0,0,1,3,0,0
ENSG00000237449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286663,1,0,0,0,5,3,2,0,4,1,0,4,3,0,3,1
ENSG00000179073,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1
ENSG00000146378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112299,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
ENSG00000093134,11,18,5,19,22,31,12,28,11,8,2,11,21,36,8,33
ENSG00000112303,1304,1319,539,1930,2457,2584,1152,2913,1099,1221,410,1501,1641,2258,1269,3066
ENSG00000146409,207,218,194,305,731,621,339,538,492,589,187,441,488,596,439,506
ENSG00000220557,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0
ENSG00000213122,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,1
ENSG00000286438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000223542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227954,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000238059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218213,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000146411,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0
ENSG00000216753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118515,468,184,803,229,352,103,254,125,616,129,316,132,447,229,306,248
ENSG00000220378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000218772,17,15,4,15,31,25,5,38,8,18,7,18,14,28,10,9
ENSG00000229722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118514,45,55,44,115,38,84,60,47,23,32,32,32,24,18,44,40
ENSG00000112339,1751,1339,5116,1831,2325,2109,4679,2135,1947,1644,3805,1926,1777,1654,4867,2475
ENSG00000283409,0,0,13,0,4,4,9,1,13,6,12,1,2,1,5,2
ENSG00000236703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000135541,2550,2966,6850,9596,2930,2664,8117,4508,3956,4004,6611,7993,1910,2229,7874,6793
ENSG00000201012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226540,42,28,218,31,46,73,148,61,42,37,143,49,18,47,139,92
ENSG00000233534,1,3,422,4,3,1,357,1,0,3,383,5,3,7,343,37
ENSG00000217482,11,2,1951,7,16,10,1099,1,5,2,1319,4,11,23,1122,128
ENSG00000236378,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286313,132,124,49,102,171,121,52,96,156,133,48,130,133,154,56,112
ENSG00000288054,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237596,2,6,1,1,0,4,8,1,2,4,1,5,2,2,4,7
ENSG00000213111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146410,326,205,1147,114,448,382,1027,159,408,146,623,299,233,226,1068,368
ENSG00000029363,6313,4418,6668,5097,7353,5277,5441,6587,6154,5699,4401,5275,6818,4288,6237,5289
ENSG00000260418,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0
ENSG00000135525,21,21,102,38,46,29,90,16,27,15,18,12,19,23,20,32
ENSG00000216613,18,14,14,16,20,20,27,19,12,12,12,20,17,16,14,17
ENSG00000218424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197442,2401,2843,1190,2023,3434,3877,1770,3852,2538,3018,1371,2819,2655,3012,1963,2687
ENSG00000201807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213109,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0
ENSG00000230350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225391,1,4,0,2,4,2,0,3,0,2,0,3,4,0,2,2
ENSG00000016402,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,2
ENSG00000164485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRG_66,1309,1001,1450,502,1711,1023,580,1094,1413,1261,657,785,1558,1107,737,745
